,pm_id,pm_cumulative_material,pm_transporters_used,pm_total_deliveries,pm_travel_time,pm_frequency,pm_start,pm_end_delta,transporter_id,transporter_type,material_id,transporter_weight,material_weight,travel_start_delta,arrival_delta,end_unload_delta
66,3,410000,9,25,1749,632,0,30365,3,3,5,15500,17140,23658,1408,4673
67,3,410000,9,25,1749,632,0,30365,11,1,5,12360,14260,26098,1673,4267
68,4,773000,9,41,1815,1561,0,31581,11,1,6,12400,13960,-1825,1825,3729
69,4,773000,9,41,1815,1561,0,31581,5,1,6,14560,17940,-1572,1573,2035
70,4,773000,9,41,1815,1561,0,31581,13,3,6,15000,25820,-701,1884,3359
71,4,773000,9,41,1815,1561,0,31581,14,3,6,15360,25700,92,1796,2573
72,4,773000,9,41,1815,1561,0,31581,5,1,6,14520,17920,2749,1547,2060
73,4,773000,9,41,1815,1561,0,31581,11,1,6,12400,13920,4134,1689,2967
74,4,773000,9,41,1815,1561,0,31581,13,3,6,14960,25920,4673,1721,3628
75,4,773000,9,41,1815,1561,0,31581,14,3,6,15140,26040,5080,1759,3576
76,4,773000,9,41,1815,1561,0,31581,5,1,6,14500,18220,6739,1600,2257
77,4,773000,9,41,1815,1561,0,31581,15,5,6,14520,26160,9942,2003,2676
78,4,773000,9,41,1815,1561,0,31581,13,3,6,14920,25820,10669,2872,3411
79,4,773000,9,41,1815,1561,0,31581,11,1,6,12360,14140,10879,2284,4767
80,4,773000,9,41,1815,1561,0,31581,14,3,6,15080,25380,11085,1691,2993
81,4,773000,9,41,1815,1561,0,31581,5,1,6,14460,18120,11179,1608,3370
82,4,773000,9,41,1815,1561,0,31581,15,5,6,14500,26220,16566,1845,2839
83,4,773000,9,41,1815,1561,0,31581,11,1,6,12380,14420,17892,1570,5227
84,4,773000,9,41,1815,1561,0,31581,13,3,6,14900,25860,18283,1738,4261
85,4,773000,9,41,1815,1561,0,31581,14,3,6,15020,25760,18628,1705,4864
86,4,773000,9,41,1815,1561,0,31581,5,1,6,14460,18120,18715,1649,3669
87,4,773000,9,41,1815,1561,0,31581,15,5,6,14460,26800,21541,1577,4118
88,4,773000,9,41,1815,1561,0,31581,5,1,6,14540,18480,24957,1638,3523
89,4,773000,9,41,1815,1561,0,31581,11,1,6,12320,14720,25083,1718,6498
90,4,773000,9,41,1815,1561,0,31581,14,3,6,15020,26340,25501,1694,4193
91,6,318000,7,20,2686,523,0,26185,16,4,6,14820,17700,680,2002,2706
92,6,318000,7,20,2686,523,0,26185,2,2,6,16720,10700,3011,1932,5974
93,6,318000,7,20,2686,523,0,26185,16,4,6,14840,17480,5638,1604,3526
94,6,318000,7,20,2686,523,0,26185,16,4,6,14780,17600,11386,1619,4551
95,6,318000,7,20,2686,523,0,26185,11,1,6,12220,14460,16597,1577,8120
96,7,344000,6,20,1836,380,0,20144,11,1,6,15800,13600,-1614,1614,3432
97,7,344000,6,20,1836,380,0,20144,17,4,6,14760,17620,582,2074,2508
98,7,344000,6,20,1836,380,0,20144,18,3,6,15220,17380,910,1562,2195
99,7,344000,6,20,1836,380,0,20144,19,1,6,14300,18540,1636,1647,2313
100,7,344000,6,20,1836,380,0,20144,11,1,6,12460,14420,4090,2574,4685
101,7,344000,6,20,1836,380,0,20144,17,4,6,14680,17740,4977,1746,2592
102,7,344000,6,20,1836,380,0,20144,18,3,6,15140,17340,5056,1686,2641
103,7,344000,6,20,1836,380,0,20144,6,4,6,14900,18020,5835,1590,2504
104,7,344000,6,20,1836,380,0,20144,19,1,6,14200,18260,6030,1566,2949
105,7,344000,6,20,1836,380,0,20144,17,4,6,14620,18020,9876,1630,2338
106,7,344000,6,20,1836,380,0,20144,18,3,6,15060,17580,10111,1678,3146
107,7,344000,6,20,1836,380,0,20144,6,4,6,14860,17680,10671,1677,2566
108,7,344000,6,20,1836,380,0,20144,19,1,6,14140,18380,11600,1592,5168
109,7,344000,6,20,1836,380,0,20144,11,1,6,12420,14640,12997,1509,7147
110,7,344000,6,20,1836,380,0,20144,17,4,6,14580,18620,14585,1584,2833
111,8,356000,6,23,2281,460,0,32874,1,1,6,13200,13040,-2062,2062,6755
112,8,356000,6,23,2281,460,0,32874,4,4,6,15420,16820,-1364,2300,9036
113,8,356000,6,23,2281,460,0,32874,16,4,6,14660,17420,-995,2300,7898
114,8,356000,6,23,2281,460,0,32874,5,1,6,14440,18260,-437,2215,6771
115,8,356000,6,23,2281,460,0,32874,17,4,6,14620,17780,263,2492,3348
116,8,356000,6,23,2281,460,0,32874,1,1,6,13160,13420,6949,2191,3877
117,8,356000,6,23,2281,460,0,32874,5,1,6,14380,18000,8387,2130,3376
118,8,356000,6,23,2281,460,0,32874,16,4,6,14620,17860,9460,2225,3000
119,8,356000,6,23,2281,460,0,32874,4,4,6,15380,17260,9824,2345,3358
120,8,356000,6,23,2281,460,0,32874,17,4,6,14600,17700,10648,2297,4273
121,8,356000,6,23,2281,460,0,32874,2,2,6,16760,10560,12525,2218,2926
122,8,356000,6,23,2281,460,0,32874,1,1,6,13180,13160,12811,1984,3462
123,8,356000,6,23,2281,460,0,32874,5,1,6,14380,18040,13938,2227,3197
124,8,356000,6,23,2281,460,0,32874,16,4,6,14620,17540,14709,2016,2962
125,8,356000,6,23,2281,460,0,32874,4,4,6,15360,16960,15281,2340,3019
126,8,356000,6,23,2281,460,0,32874,17,4,6,14580,17700,17430,4441,5307
127,8,356000,6,23,2281,460,0,32874,5,1,6,14400,17980,19314,4473,6282
128,8,356000,6,23,2281,460,0,32874,4,4,6,15340,16980,20331,4593,5288
129,8,356000,6,23,2281,460,0,32874,16,4,6,14600,17860,22534,2243,4322
130,9,1151000,17,52,976,310,0,36283,3,3,6,15620,16660,-960,960,3148
131,9,1151000,17,52,976,310,0,36283,20,1,6,12700,13720,-932,948,9020
132,9,1151000,17,52,976,310,0,36283,21,3,6,14960,25200,-498,699,3430
133,9,1151000,17,52,976,310,0,36283,8,5,6,16000,24280,353,513,3065
134,9,1151000,17,52,976,310,0,36283,22,3,6,14580,25840,391,486,3525
135,9,1151000,17,52,976,310,0,36283,23,5,6,14840,25920,1196,494,4279
136,9,1151000,17,52,976,310,0,36283,13,3,6,14780,25680,1732,416,5006
137,9,1151000,17,52,976,310,0,36283,2,2,6,16300,10180,3926,4992,6680
138,9,1151000,17,52,976,310,0,36283,3,3,6,15540,16800,9615,453,2289
139,9,1151000,17,52,976,310,0,36283,24,3,6,14380,25820,19581,697,964
140,9,1151000,17,52,976,310,0,36283,23,5,6,14740,26640,24995,2620,2833
141,9,1151000,17,52,976,310,0,36283,13,3,6,14800,26060,25418,2682,3807
142,9,1151000,17,52,976,310,0,36283,20,1,6,12600,14200,25808,2293,10475
143,9,1151000,17,52,976,310,0,36283,24,3,6,14420,26700,28487,368,1596
144,9,1151000,17,52,976,310,0,36283,15,5,6,14600,26460,29184,421,1421
145,9,1151000,17,52,976,310,0,36283,12,5,6,16240,24700,29240,412,2119
146,9,1151000,17,52,976,310,0,36283,3,3,6,15700,17440,29448,661,2745
147,9,1151000,17,52,976,310,0,36283,8,5,6,15880,25420,33288,701,1751
148,15,568000,7,29,1796,337,0,34578,4,4,8,15300,17260,18677,658,1098
149,21,280000,8,17,3244,542,0,33028,3,3,1,15640,16460,-1344,1344,6765
150,21,280000,8,17,3244,542,0,33028,16,4,1,14760,17640,-803,1417,1797
151,21,280000,8,17,3244,542,0,33028,6,4,1,15000,17080,-723,1080,7348
152,21,280000,8,17,3244,542,0,33028,26,4,1,14680,17360,1143,2274,6841
153,21,280000,8,17,3244,542,0,33028,3,3,1,15580,16620,13420,4212,5458
154,21,280000,8,17,3244,542,0,33028,6,4,1,14960,17280,14986,2292,3052
155,21,280000,8,17,3244,542,0,33028,16,4,1,14680,17740,17185,1569,3331
156,21,280000,8,17,3244,542,0,33028,26,4,1,14620,18180,17705,2731,5022
157,21,280000,8,17,3244,542,0,33028,3,3,1,15520,17280,27252,2607,3738
158,24,2796000,18,130,314,557,0,41780,27,5,9,14820,25520,28630,314,1480
159,25,2250000,19,99,683,462,0,34206,22,3,9,14460,26160,18086,652,1595
160,25,2250000,19,99,683,462,0,34206,4,4,9,15220,16880,23812,1605,2487
161,28,162000,7,11,942,513,0,47179,5,1,10,18080,17580,-1086,1086,4879
162,28,162000,7,11,942,513,0,47179,3,3,10,15560,14220,81,744,4725
163,28,162000,7,11,942,513,0,47179,25,1,10,12720,13260,167,734,6165
164,29,688000,17,33,868,677,0,39268,25,1,12,12640,13700,-575,575,5064
165,29,688000,17,33,868,677,0,39268,1,1,12,13240,13380,-308,666,5337
166,29,688000,17,33,868,677,0,39268,5,1,12,14420,18440,77,504,5247
167,29,688000,17,33,868,677,0,39268,3,3,12,15660,18140,436,513,5323
168,29,688000,17,33,868,677,0,39268,4,4,12,15120,17260,592,1395,5990
169,29,688000,17,33,868,677,0,39268,6,4,12,15020,17160,1054,823,5516
170,29,688000,17,33,868,677,0,39268,28,5,12,16180,24460,1591,600,5953
171,29,688000,17,33,868,677,0,39268,29,3,12,16040,24320,2129,617,6210
172,29,688000,17,33,868,677,0,39268,30,3,12,14900,25620,2710,1239,6339
173,29,688000,17,33,868,677,0,39268,6,4,14,14980,17500,15537,772,8837
174,29,688000,17,33,868,677,0,39268,28,5,14,16100,24120,15982,580,8710
175,29,688000,17,33,868,677,0,39268,30,3,14,14860,25540,18684,405,7880
176,29,688000,17,33,868,677,0,39268,32,3,14,15160,24420,21587,905,6136
177,29,688000,17,33,868,677,0,39268,14,3,14,14920,25160,26049,924,6834
178,29,688000,17,33,868,677,0,39268,31,3,14,15900,25780,26989,868,6579
179,29,688000,17,33,868,677,0,39268,5,1,14,14320,19680,31526,566,3119
180,29,688000,17,33,868,677,0,39268,6,4,14,14940,19000,33205,638,6063
181,29,688000,17,33,868,677,0,39268,29,3,14,15960,25620,33800,1137,1761
182,32,278000,6,19,526,312,0,57346,1,1,8,13200,13880,17164,941,1114
183,32,278000,6,19,526,312,0,57346,6,4,8,15040,17940,18726,1112,2857
184,34,210000,8,14,3056,272,0,41805,3,3,1,15680,16640,-2174,2389,2877
185,34,210000,8,14,3056,272,0,41805,4,4,1,15280,17140,-1801,2583,10712
186,34,210000,8,14,3056,272,0,41805,1,1,1,13200,13820,12340,4220,4843
187,34,210000,8,14,3056,272,0,41805,3,3,1,15620,16740,15234,4318,12744
188,34,210000,8,14,3056,272,0,41805,4,4,1,15200,17220,17223,2229,4915
189,34,210000,8,14,3056,272,0,41805,16,4,1,14580,18520,18884,2716,3822
190,34,210000,8,14,3056,272,0,41805,6,4,1,15040,17260,20966,1587,2770
191,35,169000,6,11,2300,841,0,27706,1,1,15,13160,13380,-1575,1575,6278
192,35,169000,6,11,2300,841,0,27706,3,3,15,15680,16480,-595,2877,7454
193,35,169000,6,11,2300,841,0,27706,2,2,15,16720,10320,10,2135,7689
194,35,169000,6,11,2300,841,0,27706,4,4,15,15160,17460,948,2298,8432
195,35,169000,6,11,2300,841,0,27706,6,4,15,14980,17560,2017,1975,8988
196,35,169000,6,11,2300,841,0,27706,17,4,15,14580,17780,2647,2423,9900
197,35,169000,6,11,2300,841,0,27706,1,1,15,13320,13200,13854,6633,13852
198,35,169000,6,11,2300,841,0,27706,3,3,15,15640,17080,14908,2388,6541
199,35,169000,6,11,2300,841,0,27706,4,4,15,15100,17200,17445,2614,6457
200,35,169000,6,11,2300,841,0,27706,6,4,15,14960,18400,20087,2411,5588
201,36,981000,13,73,546,1405,0,59062,16,4,9,14680,17940,3845,808,2370
202,36,981000,13,73,546,1405,0,59062,2,2,9,16320,11200,18137,560,1461
203,36,981000,13,73,546,1405,0,59062,3,3,9,15640,16780,19066,446,909
204,37,1088000,15,65,3459,295,0,34799,3,3,9,15480,17200,16643,1433,8139
205,38,958000,11,55,678,307,0,33380,1,1,5,13260,14200,17820,532,1502
206,38,958000,11,55,678,307,0,33380,3,3,5,15600,17140,17949,520,1734
207,38,958000,11,55,678,307,0,33380,4,4,5,14980,17760,17973,502,2230
208,38,958000,11,55,678,307,0,33380,11,1,5,12240,14720,18985,616,1268
209,38,958000,11,55,678,307,0,33380,13,3,5,14860,26340,22518,1364,3206
210,41,264000,8,14,375,609,0,21715,33,5,16,16440,24220,2799,610,3859
211,41,264000,8,14,375,609,0,21715,13,3,16,15000,25660,3765,331,3704
212,41,264000,8,14,375,609,0,21715,33,5,16,16440,24560,14437,640,3307
213,41,264000,8,14,375,609,0,21715,13,3,16,14960,25500,14902,542,3207
214,41,264000,8,14,375,609,0,21715,34,3,16,14540,17560,15333,978,6382
215,42,434000,10,23,3611,363,0,34332,25,1,8,12600,13640,-2214,2214,3469
216,42,434000,10,23,3611,363,0,34332,3,3,8,15660,17020,-2127,2266,4096
217,42,434000,10,23,3611,363,0,34332,34,3,8,14660,18000,-1827,2242,4175
218,42,434000,10,23,3611,363,0,34332,28,5,8,16160,24360,-1249,2644,5062
219,42,434000,10,23,3611,363,0,34332,11,1,8,12580,13780,-896,1929,3581
220,42,434000,10,23,3611,363,0,34332,15,5,8,14540,26460,-48,4300,5817
221,42,434000,10,23,3611,363,0,34332,13,3,8,15000,25200,174,2547,6327
222,42,434000,10,23,3611,363,0,34332,14,3,8,14940,25520,535,2546,6668
223,42,434000,10,23,3611,363,0,34332,25,1,8,12580,13680,10078,3958,4279
224,42,434000,10,23,3611,363,0,34332,11,1,17,12540,13860,11609,5188,6549
225,42,434000,10,23,3611,363,0,34332,34,3,17,14620,17960,11639,4940,7616
226,42,434000,10,23,3611,363,0,34332,28,5,17,16120,24600,13735,7115,8039
227,42,434000,10,23,3611,363,0,34332,15,5,17,14520,25660,15411,6391,8977
228,42,434000,10,23,3611,363,0,34332,14,3,5,14920,25680,17837,11185,15270
229,42,434000,10,23,3611,363,0,34332,3,3,5,15500,17160,24598,3011,5278
230,42,434000,10,23,3611,363,0,34332,11,1,5,12420,13640,27490,2026,5924
231,43,1590000,12,80,922,296,0,37572,34,3,8,14420,18060,-37,410,5813
232,43,1590000,12,80,922,296,0,37572,31,3,8,15800,25180,1968,397,4993
233,43,1590000,12,80,922,296,0,37572,34,3,8,14460,18140,6936,367,1330
234,43,1590000,12,80,922,296,0,37572,31,3,8,15780,25280,8089,359,1199
235,43,1590000,12,80,922,296,0,37572,11,1,8,12380,14520,9146,430,4626
236,43,1590000,12,80,922,296,0,37572,15,5,8,14520,26140,10772,351,4294
237,43,1590000,12,80,922,296,0,37572,25,1,8,12720,14440,12454,302,4178
238,43,1590000,12,80,922,296,0,37572,31,3,8,15760,24800,13760,334,3193
239,43,1590000,12,80,922,296,0,37572,11,1,8,12340,14600,17982,307,5742
240,43,1590000,12,80,922,296,0,37572,25,1,18,12700,13460,23787,1255,2275
241,43,1590000,12,80,922,296,0,37572,15,5,18,14520,25860,24231,1471,2792
242,43,1590000,12,80,922,296,0,37572,1,1,8,13320,11820,25166,667,2230
243,43,1590000,12,80,922,296,0,37572,34,3,18,14440,18000,25190,1055,2503
244,43,1590000,12,80,922,296,0,37572,31,3,18,15760,25140,26485,1472,2880
245,43,1590000,12,80,922,296,0,37572,35,5,18,16120,24300,26926,344,1588
246,43,1590000,12,80,922,296,0,37572,33,5,18,16420,24160,27656,388,1965
247,43,1590000,12,80,922,296,0,37572,25,1,18,12680,14060,27901,1221,2362
248,43,1590000,12,80,922,296,0,37572,1,1,18,13340,13760,28183,786,1629
249,43,1590000,12,80,922,296,0,37572,15,5,18,14500,25800,28772,1009,1939
250,43,1590000,12,80,922,296,0,37572,34,3,18,14440,18080,29718,940,1989
251,43,1590000,12,80,922,296,0,37572,35,5,18,16120,24600,30434,331,4857
252,43,1590000,12,80,922,296,0,37572,31,3,18,15740,24360,30958,981,3974
253,43,1590000,12,80,922,296,0,37572,25,1,18,12660,13860,31855,810,5278
254,43,1590000,12,80,922,296,0,37572,11,1,18,12340,14140,32213,789,5359
255,43,1590000,12,80,922,296,0,37572,15,5,18,14480,25460,32588,981,2802
256,44,1145000,7,77,373,158,0,28755,11,1,18,12380,14020,2172,303,1722
257,44,1145000,7,77,373,158,0,28755,34,3,18,14400,17900,4329,404,1638
258,44,1145000,7,77,373,158,0,28755,25,1,18,12660,13620,5275,530,1497
259,44,1145000,7,77,373,158,0,28755,34,3,18,14380,18520,12256,461,1081
260,44,1145000,7,77,373,158,0,28755,25,1,18,12640,13800,13011,424,1360
261,44,1145000,7,77,373,158,0,28755,11,1,18,12300,14300,20216,319,656
262,44,1145000,7,77,373,158,0,28755,34,3,18,14600,17920,22651,720,941
263,45,831000,7,57,266,643,0,45749,3,3,5,15600,16800,4287,308,2835
264,45,831000,7,57,266,643,0,45749,25,1,5,12600,14020,6394,607,1508
265,45,831000,7,57,266,643,0,45749,25,1,14,12600,14020,6394,607,1544
266,45,831000,7,57,266,643,0,45749,25,1,14,12620,13640,17601,2222,4625
267,45,831000,7,57,266,643,0,45749,31,3,14,15880,24980,22013,307,1370
268,45,831000,7,57,266,643,0,45749,34,3,14,14560,17060,26794,376,1049
269,46,544000,7,27,1714,3585,0,29690,1,1,8,13140,13420,-2250,2413,4918
270,46,544000,7,27,1714,3585,0,29690,3,3,8,15660,16980,-2192,2814,7098
271,46,544000,7,27,1714,3585,0,29690,34,3,8,14500,18220,-1658,1658,4890
272,46,544000,7,27,1714,3585,0,29690,13,3,8,14980,25760,-739,1691,6488
273,46,544000,7,27,1714,3585,0,29690,14,3,8,15060,25420,-593,1665,9045
274,46,544000,7,27,1714,3585,0,29690,1,1,8,13080,13340,6556,1895,3514
275,46,544000,7,27,1714,3585,0,29690,34,3,8,14460,18540,7269,1984,3074
276,46,544000,7,27,1714,3585,0,29690,3,3,8,15620,16700,9778,1443,3002
277,46,544000,7,27,1714,3585,0,29690,13,3,8,14960,25560,10386,1484,2318
278,46,544000,7,27,1714,3585,0,29690,14,3,8,15020,25700,11896,1371,1777
279,46,544000,7,27,1714,3585,0,29690,34,3,8,14480,18020,12798,1461,2821
280,46,544000,7,27,1714,3585,0,29690,1,1,8,13340,13160,13498,1220,2286
281,46,544000,7,27,1714,3585,0,29690,3,3,8,15620,17040,14148,3394,4775
282,46,544000,7,27,1714,3585,0,29690,13,3,8,14940,25880,15263,1364,1697
283,46,544000,7,27,1714,3585,0,29690,14,3,8,15020,25760,16324,4701,5822
284,46,544000,7,27,1714,3585,0,29690,15,5,8,14500,26560,18760,2416,3861
285,46,544000,7,27,1714,3585,0,29690,36,3,8,14740,25640,19412,1820,4095
286,46,544000,7,27,1714,3585,0,29690,13,3,8,14940,25720,19505,1656,3170
287,46,544000,7,27,1714,3585,0,29690,1,1,8,13320,13180,19708,1884,4769
288,46,544000,7,27,1714,3585,0,29690,34,3,8,14460,18160,19766,1873,4723
289,46,544000,7,27,1714,3585,0,29690,3,3,8,15580,16700,20961,1863,4486
290,46,544000,7,27,1714,3585,0,29690,14,3,8,15040,25800,23735,1436,2788
291,46,544000,7,27,1714,3585,0,29690,13,3,8,14940,26360,24260,1420,2330
292,46,544000,7,27,1714,3585,0,29690,15,5,8,14500,26660,24597,1923,3278
293,46,544000,7,27,1714,3585,0,29690,36,3,8,14200,26320,25677,1676,3465
294,46,544000,7,27,1714,3585,0,29690,1,1,8,13300,13740,25830,1805,3860
295,47,573000,9,29,1798,429,0,32626,34,3,8,14540,17760,-1612,1731,6547
296,47,573000,9,29,1798,429,0,32626,3,3,8,15600,16600,-1214,2155,7841
297,47,573000,9,29,1798,429,0,32626,33,5,8,16420,24020,-915,1748,8044
298,47,573000,9,29,1798,429,0,32626,28,5,8,15920,24620,-130,1936,7954
299,47,573000,9,29,1798,429,0,32626,6,4,8,14980,17260,341,1694,9405
300,47,573000,9,29,1798,429,0,32626,35,5,8,16260,24380,1697,1892,9174
301,47,573000,9,29,1798,429,0,32626,34,3,8,14520,17700,6669,2008,4670
302,47,573000,9,29,1798,429,0,32626,3,3,8,15600,16840,7255,2166,4506
303,47,573000,9,29,1798,429,0,32626,28,5,8,15920,24660,9493,1709,3648
304,47,573000,9,29,1798,429,0,32626,33,5,8,16400,24980,9585,1809,3752
305,47,573000,9,29,1798,429,0,32626,6,4,8,14980,17700,11827,1718,3610
306,47,573000,9,29,1798,429,0,32626,11,1,8,12360,14920,12307,2535,3795
307,47,573000,9,29,1798,429,0,32626,34,3,8,14500,19200,13243,1639,4443
308,47,573000,9,29,1798,429,0,32626,3,3,8,15580,17100,13541,1667,4432
309,47,573000,9,29,1798,429,0,32626,35,5,8,16240,24000,13726,1668,7155
310,47,573000,9,29,1798,429,0,32626,25,1,8,12560,13980,13797,1618,4958
311,47,573000,9,29,1798,429,0,32626,28,5,8,16180,24260,15607,1588,9664
312,47,573000,9,29,1798,429,0,32626,33,5,8,16360,24040,15847,1736,7432
313,47,573000,9,29,1798,429,0,32626,34,3,8,14480,17820,19245,1806,7207
314,47,573000,9,29,1798,429,0,32626,3,3,8,15540,16980,21607,1678,9936
315,47,573000,9,29,1798,429,0,32626,35,5,8,16200,25460,22691,1945,7726
316,50,186000,7,25,2837,5558,0,31674,3,3,8,15580,17180,-2855,2855,5014
317,50,186000,7,25,2837,5558,0,31674,34,3,8,14460,17980,4533,2817,3686
318,50,186000,7,25,2837,5558,0,31674,3,3,8,15580,16840,4640,3066,4489
319,50,186000,7,25,2837,5558,0,31674,28,5,8,16100,24640,8243,2790,4321
320,50,186000,7,25,2837,5558,0,31674,34,3,8,14420,17920,11138,2662,3820
321,50,186000,7,25,2837,5558,0,31674,3,3,17,15580,14940,14011,2681,5718
322,50,186000,7,25,2837,5558,0,31674,28,5,8,16060,24640,17047,3059,4136
323,50,186000,7,25,2837,5558,0,31674,34,3,8,14420,18460,18419,3606,6280
324,50,186000,7,25,2837,5558,0,31674,3,3,8,15600,16940,23141,3098,8533
325,50,186000,7,25,2837,5558,0,31674,28,5,8,16020,16320,23920,2506,4962
326,51,355000,8,23,2304,397,0,58254,34,3,19,14520,17760,-2277,2277,7751
327,51,355000,8,23,2304,397,0,58254,3,3,19,15940,16600,-1237,2328,9291
